id,name,score,skinData,assitData,glyphsData,icon,winCount,rate,realScore
4604,凯特e,2084,2,102001;3,10104;10205;10307;20207;20305;40107;40201;40305;40407,7,1,49,1884
4605,莎拉安,2085,2,102001;3,10102;10207;10304;10406;20104;20204;20305;20403;40105;40207;40306,18,0,36,1885
4606,阿特霍普,2025,4,102001;3,10101;10206;10304;10403;20105;20306;20407;40106;40207;40301;40402,1,1,41,1825
4607,伊莎戴维,2003,1,102001;3,10103;10204;10306;10402;20103;20206;20301;20402;40101;40206;40406,7,1,36,1803
4608,伊萨李科克,2058,1,102001;3,10107;10303;10402;20105;20204;20307;20405;40103;40201;40302;40405,14,3,26,1858
4609,露娅埃莉诺,2037,2,102001;3,10101;10201;10304;20106;20401;40104;40204;40307;40407,12,0,26,1837
4610,沙琳多拉,2052,2,102001;3,10106;10204;10304;20204;20307;20401;40104;40204;40405,3,0,35,1852
4611,西尔波利,2008,5,102001;3,10202;10306;10405;20107;20402;40105;40201;40406,16,0,45,1808
4612,德卡凡勃伦,2002,2,102001;3,10307;10404;20105;20207;20304;20402;40102;40202;40307;40405,17,3,47,1802
4613,双子阿纳斯,2039,3,102001;3,10101;10204;10305;10403;20101;20303;20405;40107;40204;40303;40407,8,0,28,1839
4614,珀尔赖特,2043,3,102001;3,10106;10207;10406;20101;20201;20304;20406;40101;40202;40304;40405,8,2,27,1843
4615,柏妮布鲁克,2068,1,102001;3,10106;10206;10301;10402;20104;20202;20303;20405;40101;40204;40304;40407,12,1,39,1868
4616,伊萨道尔顿,2086,2,102001;3,10105;10206;10304;10402;20101;20203;20303;20401;40106;40206;40307;40404,15,1,35,1886
4617,莳鞝-o,2050,2,102001;3,10105;10202;10305;10403;20107;20206;20402;40101;40203;40303;40405,2,0,39,1850
4618,海伦波莉,2060,5,102001;3,10101;10204;10307;10402;20102;20203;20302;40107;40207;40302;40406,5,2,40,1860
4619,摩羯艾迪生,2017,1,102001;3,10106;10207;10302;10405;20102;20205;20302;20402;40203;40305;40405,2,1,31,1817
4620,弗达焦尔,2098,3,102001;3,10101;10206;10407;20101;20201;20306;20406;40106;40204;40302;40405,15,2,35,1898
4621,紸锭汉萨,2057,5,102001;3,10106;10202;10305;10403;20107;20204;20304;20401;40107;40205;40404,17,0,30,1857
4622,杰琳凯特,2051,3,102001;3,10201;10301;10404;20106;20202;20407;40101;40201;40303;40407,17,1,43,1851
4623,西丝薇薇安,2077,3,102001;3,10103;10202;10305;10405;20201;20304;40105;40205;40302;40405,6,0,29,1877
4624,维多雪莱,2007,1,102001;3,10106;10206;10302;20207;20405;40102;40305;40405,5,3,41,1807
4625,弗郎斯诺,2044,2,102001;3,10104;10304;10403;20103;20202;20303;20404;40107;40203;40305;40407,6,1,33,1844
4626,曼婷杜威,2030,3,102001;3,10204;10302;10403;20201;20305;20403;40107;40206;40301;40405,5,1,35,1830
4627,盖尔哈该,2042,1,102001;3,10204;10302;10406;20104;20203;20304;20406;40101;40207;40406,15,0,28,1842
4628,亚桑吉布森,2064,2,102001;3,10105;10207;10303;20106;20201;20302;20407;40201;40406,6,2,46,1864
4629,娜莎雪莉,2017,5,102001;3,10103;10207;10303;10404;20107;20204;20307;20404;40201;40405,2,0,26,1817
4630,碧丝死鉮,2100,3,102001;3,10101;10203;10306;10405;20106;20205;20301;20401;40103;40207;40306;40404,12,3,31,1900
4631,邦妮汉森,2004,5,102001;3,10103;10204;10405;20106;20205;20304;40102;40201;40307;40407,15,3,28,1804
4632,萨妮-r,2074,2,102001;3,10201;10306;10403;20107;20201;20301;20407;40202;40307;40406,18,3,29,1874
4633,露丹,2010,2,102001;3,10101;10206;10403;20104;20204;20301;20402;40102;40207;40302;40407,14,3,47,1810
4634,艾达兰姆,2028,1,102001;3,10102;10203;20105;20203;20303;40101;40203;40306;40407,10,2,49,1828
4635,爱勒豪厄尔,2058,1,102001;3,10107;10205;10303;10407;20102;20307;20402;40104;40304;40407,13,1,44,1858
4636,艾琳诺思,2098,2,102001;3,10101;10201;10304;10403;20104;20201;40103;40304;40406,6,1,26,1898
4637,Y-g,2028,3,102001;3,10201;10302;10407;20101;20202;20301;20402;40104;40207;40302;40406,1,3,28,1828
4638,百丽波普,2058,2,102001;3,10104;10206;10301;10406;20104;20205;20402;40103;40301;40405,2,2,27,1858
4639,雷切霍奇森,2093,5,102001;3,10103;10205;10303;10401;20101;20207;20306;20404;40102;40304;40405,5,3,30,1893
4640,W-豪斯,2034,3,102001;3,10106;10201;10303;10402;20106;20303;20404;40106;40206;40406,10,1,26,1834
4641,V-u,2005,2,102001;3,10103;10204;10304;20103;20206;20407;40105;40202;40305;40407,4,1,22,1805
4642,芙拉艾美,2059,3,102001;3,10105;10201;10301;10405;20107;20206;20302;20401;40201;40307;40407,18,2,27,1859
4643,丽丝文森特,2039,2,102001;3,10105;10205;10406;20107;20203;20303;20406;40107;40201;40304;40401,2,2,38,1839
4644,K基特,2092,1,102001;3,10205;10306;10402;20104;20204;20302;20407;40103;40304;40407,13,3,46,1892
4645,曼迪艾达,2031,1,102001;3,10201;10301;10406;20107;20303;20403;40105;40202;40305;40406,2,3,21,1831
4646,莉亚温蒂,2067,4,102001;3,10304;10401;20102;20206;20307;20405;40103;40204;40303;40405,13,3,46,1867
4647,杜拉乔纳森,2093,3,102001;3,10103;10201;10303;10405;20107;20205;20304;40106;40207;40305;40402,16,2,41,1893
4648,艾丝霍普,2007,3,102001;3,10105;10207;10302;10402;20102;20206;20301;20406;40105;40205;40302;40405,18,3,33,1807
4649,安伯戴西,2072,5,102001;3,10106;10202;10404;20105;20202;20304;20403;40102;40203;40301;40406,4,1,21,1872
4650,K-梅格,2098,1,102001;3,10207;10304;10403;20106;20204;20307;20403;40104;40203;40304;40403,13,3,43,1898
4651,克莉勃朗宁,2038,2,102001;3,10103;10205;10301;10404;20203;20303;20406;40105;40207;40303;40405,3,0,33,1838
4652,艾德韦布,2010,4,102001;3,10104;10202;10305;10405;20101;20206;20306;20402;40107;40205;40405,11,1,45,1810
4653,艾咪米娅,2095,3,102001;3,10106;10206;10307;10405;20104;20207;20303;20401;40104;40204;40401,2,1,41,1895
4654,爱葛莎,2081,4,102001;3,10107;10201;10303;10403;20101;20204;20304;20403;40104;40201;40307;40405,1,2,20,1881
4655,伊莎佩吉,2094,5,102001;3,10105;10203;10307;10401;20106;20202;20303;20404;40102;40204;40303;40406,16,1,23,1894
4656,笆葛德文,2047,2,102001;3,10104;10206;10302;10405;20104;20205;20305;20406;40201;40304;40406,1,1,46,1847
4657,K-沃特斯,2051,5,102001;3,10107;10204;10303;10405;20102;20205;20303;20407;40102;40204;40306,14,1,45,1851
4658,昆蒂凯西,2090,5,102001;3,10107;10204;10303;10406;20206;20302;20401;40107;40202;40303;40407,5,3,26,1890
4659,芭拉乔安娜,2002,5,102001;3,10103;10205;10305;10404;20107;20205;20304;20406;40205;40305,16,3,22,1802
4660,阿尔伊娃,2077,3,102001;3,10106;10201;10304;10403;20107;20204;20405;40103;40305;40405,17,3,49,1877
4661,爱尔沃尔特,2089,1,102001;3,10102;10202;10306;10407;20107;20204;20304;20401;40106;40305;40404,13,3,28,1889
4662,阿比萨姆森,2099,4,102001;3,10103;10206;10304;10401;20105;20205;20302;20405;40105;40206;40304;40402,9,2,31,1899
4663,德洛斯宾塞,2051,2,102001;3,10207;10302;10403;20105;20201;20304;40104;40201;40405,10,3,36,1851
4664,凯西霍勒斯,2060,3,102001;3,10105;10207;10305;10401;20106;20201;20304;20403;40106;40205;40301;40404,16,0,39,1860
4665,卡洛罗塞蒂,2053,5,102001;3,10104;10202;10404;20101;20203;20306;20403;40101;40301;40406,14,0,41,1853
4666,梅琳加拉赫,2039,2,102001;3,10106;10407;20107;20201;20301;20404;40107;40203;40301;40405,1,1,28,1839
4667,玛莎塞丽娜,2074,5,102001;3,10107;10304;10402;20102;20207;20401;40107;40202;40306;40405,9,1,36,1874
4668,贝基贝内特,2065,5,102001;3,10107;10207;10303;10406;20101;20207;20302;20406;40103;40205;40307,2,2,48,1865
4669,芬妮爱丝特,2029,5,102001;3,10107;10207;10303;10405;20103;20203;20307;20404;40107;40202,16,2,23,1829
4670,H-罗塞蒂,2082,4,102001;3,10107;10205;10303;10401;20105;20203;20305;20402;40205;40406,4,2,28,1882
4671,凯瑟伍德,2071,5,102001;3,10106;10403;20202;20304;20402;40103;40207;40303;40405,10,3,23,1871
4672,莉娅麦考利,2035,4,102001;3,10103;10201;10304;10407;20106;20204;20306;20402;40103;40302;40406,3,2,36,1835
4673,卡桑巴里,2060,3,102001;3,10101;10201;10306;10405;20102;20204;20306;20404;40103;40206;40306;40404,15,1,38,1860
4674,H-米歇尔,2044,5,102001;3,10101;10206;10307;10401;20107;20207;20304;20406;40103;40207,14,2,38,1844
4675,兰-c,2078,2,102001;3,10103;10201;10305;10401;20101;20202;20302;20405;40104;40206;40304;40405,13,1,29,1878
4676,爱斯绮莉,2095,5,102001;3,10107;10204;10305;10402;20107;20207;20307;20403;40106,13,1,30,1895
4677,N-伊温妮,2062,5,102001;3,10106;10202;10306;10402;20103;20302;20402;40107;40205;40302;40406,13,1,37,1862
4678,阿德奥尼尔,2027,1,102001;3,10103;10207;10304;10403;20104;20207;20302;20403;40106;40206;40403,10,2,28,1827
4679,艾丝邦妮,2057,5,102001;3,10106;10202;10301;10406;20105;20307;20403;40104;40202;40306;40406,12,3,44,1857
4680,卡桑r,2060,4,102001;3,10107;10207;10304;10407;20105;20206;20407;40106,1,3,48,1860
4681,K劳逊,2098,4,101001;6,10107;10206;10303;10405;20106;20207;20307;20402;40106,14,2,48,1898
4682,坎蒂韦尔斯,2044,1,101001;6,10207;10304;10404;20102;20205;20306;20407;40102;40204;40307,5,1,41,1844
4683,爱拉奥凯西,2018,1,101001;6,10101;10201;10303;20104;20207;20306;20405;40102;40203;40302;40406,7,3,44,1818
4684,布丽阿尔娃,2026,5,101001;6,10101;10307;10407;20102;20206;20306;20403;40106;40201;40305;40404,6,3,28,1826
4685,约瑟n,2004,1,101001;6,10103;10201;10304;10402;20106;20205;20404;40104;40203;40307;40405,13,1,34,1804
4686,安德v,2078,5,101001;6,10107;10206;10403;20107;20201;20301;20406;40101;40207;40304;40405,6,3,32,1878
4687,克莉卡特,2099,3,101001;6,10104;10202;10303;10404;20101;20201;20303;20401;40105;40203;40301;40405,16,3,28,1899
4688,梅米科菲,2006,3,101001;6,10106;10201;10303;10404;20103;20206;20307;40202;40302;40405,5,1,31,1806
4689,艾米温泽,2034,3,101001;6,10104;10304;10406;20104;20203;20304;40102;40302;40406,12,0,30,1834
4690,凯莉布雷,2086,2,101001;6,10106;10201;10301;10407;20303;20401;40105;40203;40307;40405,7,1,49,1886
4691,莉娜鲁道夫,2062,5,101001;6,10104;10201;10303;10401;20106;20203;20304;20405;40102;40207;40306;40406,17,2,35,1862
4692,尼娜丝特拉,2052,2,101001;6,10101;10203;10305;10406;20101;20202;20303;20407;40105;40203;40302;40407,6,2,37,1852
4693,芬妮菲丽丝,2074,1,101001;6,10101;10206;10404;20107;20202;20307;20406;40103;40203;40307;40402,2,3,42,1874
4694,洛克爱得拉,2002,1,101001;6,10102;10205;10305;10407;20205;20304;20407;40101;40307;40405,11,2,35,1802
4695,N布雷,2088,3,101001;6,10104;10206;10301;10406;20204;20402;40107;40203;40405,10,2,31,1888
4696,莉亚珀金,2033,2,101001;6,10101;10201;10302;10404;20101;20204;20301;20407;40203;40304;40405,10,3,30,1833
4697,萨妮姬恩,2048,5,101001;6,10107;10206;10303;10407;20106;20206;20407;40101;40206,15,1,36,1848
4698,米歇凯尔文,2092,4,101001;6,10106;10203;10303;10404;20101;20204;20302;20407;40105;40204;40305;40404,3,0,30,1892
4699,塔娅琳达,2080,4,101001;6,10306;10403;20103;20203;20403;40102;40203;40305;40405,7,2,47,1880
4700,科拉杰克逊,2095,2,101001;6,10104;10206;10303;10402;20207;20301;20405;40103;40207;40306;40404,11,3,42,1895
4701,索尼朱迪丝,2019,1,102001;3,10207;10306;10404;20106;20205;20306;20406;40107;40202,8,2,39,1819
4702,基塔百丽儿,2000,2,102001;3,10107;10205;10306;20105;20207;20404;40103;40207;40303;40401,6,2,38,1800
4703,妮可斯梯尔,2053,2,102001;3,10102;10206;10301;10403;20101;20203;40201;40306;40407,8,0,36,1853
4704,堂娜耶基斯,2096,4,102001;3,10106;10203;10303;10405;20103;20202;20302;20401;40104;40202;40306;40407,17,3,37,1896
4705,金牛查普曼,2085,2,102001;3,10101;10201;10307;10404;20103;20202;20403;40101;40207;40306;40406,6,1,37,1885
4706,塔娅劳埃德,2044,1,102001;3,10107;10207;10306;10402;20104;20206;20307;20406;40203,12,3,33,1844
4707,纳斯哈迪,2049,4,102001;3,10107;10205;10304;10404;20105;20203;20303;20401;40107;40206;40305,13,0,47,1849
4708,乔茜达芙妮,2089,3,102001;3,10101;10205;10304;10406;20102;20205;20301;20405;40106;40207;40406,1,2,28,1889
4709,贝拉昆蒂娜,2100,1,102001;3,10103;10203;10306;10401;20103;20203;20302;20407;40205;40302;40407,17,2,44,1900
4710,玛莎迈克,2037,4,102001;3,10107;10203;10302;10405;20107;20202;20303;20405;40102;40202;40302;40406,13,1,30,1837
4711,蒂娜赫莉,2003,2,101001;6,10107;10203;10304;10401;20107;20203;20407;40101;40205;40307;40403,14,1,37,1803
4712,索尼默里,2098,3,101001;6,10104;10205;10307;10404;20206;20305;20401;40101;40202;40302;40405,7,2,30,1898
4713,克莉斯特朗,2081,4,101001;6,10103;10202;10305;20107;20304;40102;40202;40305;40406,5,1,37,1881
4714,雷切卡萝,2000,4,101001;6,10107;10202;10303;20101;20201;20302;20404;40204;40305;40407,16,3,47,1800
4715,乔娜埃尔,2094,5,101001;6,10106;10203;10304;20107;20202;20304;20405;40102;40204;40304;40407,7,1,44,1894
4716,艾丝欧文,2089,4,101001;6,10102;10206;10305;10407;20107;20306;20403;40103;40201;40306;40402,18,0,22,1889
4717,苏拉拉曼,2020,4,101001;6,10101;10201;10304;10406;20106;20203;20301;20405;40203;40304;40406,17,1,47,1820
4718,丽丝奥斯汀,2041,5,101001;6,10103;10207;10305;10406;20103;20203;20307;20402;40302;40406,12,3,49,1841
4719,碧丝丹尼斯,2087,1,101001;6,10102;10201;10303;10405;20104;20201;20307;20403;40201;40305;40405,7,3,25,1887
4720,特拉萨洛扬,2091,1,101001;6,10107;10204;10307;10405;20104;20307;20404;40104;40207,7,1,30,1891
4721,K豪斯曼,2022,2,101001;6,10101;10206;10304;20105;20201;20402;40104;40202;40301;40406,2,3,26,1822
4722,波琳索尔,2080,4,101001;6,10102;10203;10307;10402;20105;20207;20306;40205;40304;40407,5,1,44,1880
4723,蒂丝凯瑟琳,2058,3,101001;6,10105;10201;10301;10406;20107;20206;20303;20402;40104;40205;40303;40405,10,3,40,1858
4724,兰伯纳德,2062,1,101001;6,10103;10205;10302;10406;20106;20203;20303;20403;40104;40201;40301;40405,17,1,27,1862
4725,莰蒂保罗,2076,3,101001;6,10101;10203;10302;10406;20102;20201;20305;20406;40101;40205;40303;40405,4,3,34,1876
4726,艾莎格兰汉,2098,5,101001;6,10105;10206;10306;10404;20201;20302;40101;40303;40406,11,0,20,1898
4727,柯拉佩恩,2055,3,101001;6,10101;10201;10306;10401;20103;20206;20303;20401;40104;40205;40407,10,2,30,1855
4728,姬恩巴克耳,2084,4,101001;6,10105;10303;10404;20104;20203;20302;20402;40206;40306;40405,1,2,36,1884
4729,凯茜赫蒂,2005,5,101001;6,10102;10206;10306;10401;20103;20304;20401;40104;40202;40302;40405,9,1,33,1805
4730,莱德-r,2051,4,101001;6,10106;10301;10402;20106;20201;20306;20406;40103;40205;40304;40407,4,3,44,1851
4731,柯拉豪厄尔,2088,4,101001;6,10102;10205;10301;10403;20106;20205;20305;20401;40107;40205;40301;40407,12,1,40,1888
4732,朱恩本瑟姆,2043,4,101001;6,10102;10207;10301;10407;20107;20202;20401;40105;40206;40305;40405,15,0,49,1843
4733,碧丝威尔逊,2056,4,101001;6,10104;10203;10405;20103;20307;20402;40105;40207;40302;40406,10,2,38,1856
4734,丝汀耶尔,2100,2,101001;6,10105;10205;10405;20107;20207;20302;20403;40102;40206;40307,10,0,25,1900
4735,朱迪奥萝拉,2071,5,101001;6,10105;10203;10306;10402;20103;20205;20401;40106;40207;40306;40404,11,1,49,1871
4736,莉莲蒂凡妮,2074,3,101001;6,10104;10202;10304;20104;20404;40102;40306;40406,16,0,36,1874
4737,德拉凯罗尔,2032,5,101001;6,10107;10203;10305;20101;20205;20302;40106;40201;40306;40405,16,3,41,1832
4738,索尼康拉德,2048,3,101001;6,10105;10207;10302;10407;20106;20203;20305;20404;40104;40204;40303,3,0,28,1848
4739,克莉伍尔夫,2184,5,106001;2,10104;10204;10307;10401;20102;20207;20302;20404;40106;40202;40303;40405,8,1,22,1984
4740,尼劳埃德,2148,5,106001;2,10104;10305;10405;20101;20205;20302;20404;40104;40202;40302;40405,10,1,26,1948
4741,M韦尔斯,2138,2,106001;2,10205;10301;20101;20204;20307;20403;40105;40204;40307;40406,9,0,45,1938
4742,尔达查尔斯,2128,1,106001;2,10106;10203;10305;10401;20106;20204;20307;20402;40105;40206;40405,2,1,24,1928
4743,菲比多丽丝,2115,2,106001;2,10106;10201;10301;10404;20203;20303;20406;40103;40201;40306;40405,6,1,32,1915
4744,海娜伍莱,2172,3,106001;2,10104;10204;10303;10401;20203;20303;40203;40301;40405,12,0,28,1972
4745,安娜吉莉安,2148,5,106001;2,10103;10202;10306;10401;20105;20203;20302;40102;40301;40405,8,1,46,1948
4746,C加西亚,2164,2,106001;2,10102;10205;10307;10403;20104;20202;20307;20402;40104;40203;40307;40407,6,0,46,1964
4747,坦斯莫里森,2142,4,106001;2,10101;10207;10407;20103;20302;20404;40107;40201;40407,10,0,30,1942
4748,詹米马伦,2148,2,106001;2,10104;10202;10302;10404;20107;20201;20307;20406;40104;40301;40406,13,2,40,1948
4749,切西贝蒂,2169,1,106001;2,10104;10201;10305;10407;20102;20202;20302;20403;40101;40207;40303;40405,10,3,49,1969
4750,奥萝多丽丝,2179,5,106001;2,10101;10204;10307;10402;20107;20206;40101;40207;40304;40406,17,1,44,1979
4751,玛蒂汤姆,2152,3,106001;2,10104;10206;10306;20105;20207;20303;20401;40102;40305;40405,14,2,42,1952
4752,英格卡罗琳,2109,4,106001;2,10105;10206;10302;10402;20103;20204;20305;20407;40101;40203;40304;40407,13,1,25,1909
4753,黛米勃特勒,2112,4,106001;2,10107;10204;10307;10405;20303;20403;40107;40204;40304;40406,10,1,29,1912
4754,波莉劳埃德,2127,4,106001;2,10101;10201;10304;10404;20101;20202;20406;40201;40302;40405,8,3,40,1927
4755,莱德苏拉,2175,5,106001;2,10203;10307;10405;20101;20204;20306;20402;40102;40206;40306;40406,2,1,40,1975
4756,里娜特里萨,2171,1,106001;2,10103;10206;10306;10407;20105;20205;20303;20404;40104;40207;40301;40405,10,2,32,1971
4757,贝丝埃迪,2134,3,106001;2,10102;10203;10303;10406;20103;20204;20302;20402;40103;40205;40307;40405,7,3,27,1934
4758,里尔波利,2106,2,106001;2,10102;10205;10303;10405;20106;20201;20302;20406;40101;40206;40301;40406,6,2,29,1906
4759,默西艾伯特,2127,5,106001;2,10103;10201;10301;10403;20106;20203;20303;20403;40103;40406,14,2,42,1927
4760,桑德安德鲁,2186,3,106001;2,10107;10207;10302;10402;20103;20207;20303;20402;40104;40202;40306;40406,12,0,24,1986
4761,莉雅玛莎,2162,1,106001;2,10202;10305;10404;20106;20205;20302;20401;40104;40206;40302;40406,10,0,45,1962
4762,赫柏艾丽丝,2135,2,106001;2,10207;10305;10401;20105;20207;20306;20403;40107;40206;40305;40404,13,3,29,1935
4763,朱莉-h,2124,5,106001;2,10106;10203;10303;10405;20105;20205;20305;20401;40107;40301;40406,14,0,49,1924
4764,卡米内利,2159,4,106001;2,10107;10206;10301;10401;20106;20203;20305;20402;40105;40206;40407,1,3,24,1959
4765,莉克简,2116,2,106001;2,10207;10304;10404;20106;20201;20307;20405;40202;40305;40406,7,3,39,1916
4766,W卢,2196,1,106001;2,10205;10304;10401;20101;20305;40107;40203;40305;40405,13,3,48,1996
4767,X-利利,2109,1,106001;2,10103;10202;10303;10407;20103;20204;20307;20406;40102;40204;40303;40405,7,3,47,1909
4768,B-亚莉克,2155,4,106001;2,10101;10304;20101;20301;20402;40106;40202;40307;40407,6,1,27,1955
4769,芙拉卡特琳,2193,3,106001;2,10105;10203;10305;10401;20105;20403;40106;40203;40304;40407,13,0,48,1993
4770,昆蒂杰奎琳,2193,2,106001;2,10105;10205;10304;10406;20106;20204;20304;20403;40103;40204;40306;40406,13,0,25,1993
4771,L尤兰达,2177,4,106001;2,10101;10206;10301;10401;20207;20304;40105;40202;40306;40407,2,2,38,1977
4772,黛布劳埃德,2111,4,106001;2,10104;10207;10302;20103;20201;20301;20404;40105;40203;40301;40406,3,0,28,1911
4773,姬尔葛德文,2151,2,106001;2,10103;10203;10306;10403;20107;20204;20302;20407;40103;40206;40307;40405,11,2,21,1951
4774,艾琳沃尔什,2186,3,106001;2,10106;10206;10302;10404;20101;20204;20302;40204;40307;40405,5,3,26,1986
4775,芭拉奥尼尔,2165,1,106001;2,10101;10206;10302;10401;20105;20205;20302;20401;40101;40207;40406,9,1,43,1965
4776,菲奥戴茜,2176,1,106001;2,10103;10206;10306;10405;20102;20207;20304;20405;40105;40302;40406,17,3,24,1976
4777,詹弗桑迪,2184,1,106001;2,10102;10201;10303;20107;20204;20302;20407;40103;40301;40406,6,2,35,1984
4778,玛蒂基普林,2113,3,106001;2,10102;10202;20106;20207;20307;20406;40105;40202;40303;40405,7,0,40,1913
4779,莉克-n,2148,1,106001;2,10102;10202;10306;10406;20101;20204;20302;20404;40102;40202;40304;40407,11,3,48,1948
4780,Lg,2167,4,106001;2,10104;10204;10305;10407;20101;20203;20301;20404;40101;40202;40301;40406,17,1,49,1967
4781,贝基克兰,2142,1,106001;2,10104;10201;10302;20106;20205;20303;20407;40107;40203;40302;40405,4,0,44,1942
4782,妮可海明威,2136,1,106001;2,10101;10202;10306;10405;20105;20405;40106;40306;40405,11,3,41,1936
4783,佐伊贝基,2178,2,106001;2,10105;10207;10303;20103;20202;20407;40105;40205;40305;40407,6,3,32,1978
4784,莳鞝莫尔,2197,4,106001;2,10107;10204;10301;10402;20105;20205;20307;20401;40103;40205;40303;40406,14,1,33,1997
4785,艾米杜威,2193,1,106001;2,10104;10305;10407;20107;20206;20304;40107;40206;40302;40405,8,3,32,1993
4786,緈幅格斯,2114,4,106001;2,10106;10207;10303;10401;20106;20306;40101;40405,5,2,34,1914
4787,瑞娜格林,2106,1,106001;2,10107;10207;10306;10401;20105;20202;20306;20403;40102;40203;40301;40407,6,1,28,1906
4788,菲丽威尔,2110,3,106001;2,10107;10206;10303;10405;20103;20204;20305;20406;40205;40303;40406,1,1,31,1910
4789,卡门奥萝拉,2147,3,106001;2,10103;10207;10302;10403;20105;20203;20305;40104;40206;40307;40407,13,3,37,1947
4790,Y爱伦,2102,3,106001;2,10102;10206;10305;10402;20106;20303;40101;40207;40305;40406,5,0,22,1902
4791,瑞拉柏莎,2129,3,106001;2,10104;10205;10302;10402;20102;20206;20302;20405;40106;40201;40302;40407,15,0,45,1929
4792,丝特k,2136,5,106001;2,10101;10202;10407;20107;20201;20303;20403;40205;40304;40406,8,3,28,1936
4793,露娅露丝,2176,5,106001;2,10103;10202;10304;10406;20107;20202;20306;20403;40201;40305;40406,3,3,48,1976
4794,柏妮杰里米,2127,5,106001;2,10107;10401;20102;20207;20303;20406;40105;40201;40303;40407,4,1,30,1927
4795,西丝尤金,2131,4,106001;2,10103;10202;10302;10401;20106;20203;20304;40101;40204;40301;40407,14,3,24,1931
4796,德拉陶丽思,2176,4,106001;2,10104;10302;10405;20106;20203;20301;20407;40105;40205;40302;40405,6,0,20,1976
4797,佐伊劳伦斯,2144,3,106001;2,10107;10206;10305;20105;20205;20307;20402;40102;40207;40302;40405,2,0,29,1944
4798,莱德萨洛美,2176,5,106001;2,10106;10204;10302;10406;20202;20305;20401;40202;40304;40405,8,2,25,1976
4799,凯瑟哈该,2178,4,106001;2,10104;10304;10405;20101;20205;20303;20403;40206;40306;40405,9,1,20,1978
4800,夏洛杰米,2192,3,106001;2,10107;10204;10307;10406;20101;20202;20302;20404;40106;40204;40307;40406,9,1,42,1992
4801,罗丝怀尔德,2121,4,106001;2,10102;10203;20102;20201;20306;20403;40105;40204;40306;40406,5,1,37,1921
4802,卡桑萨姆森,2176,1,106001;2,10101;10207;10303;10402;20107;20201;20303;20402;40101;40307;40406,12,1,37,1976
4803,里娜爱伦,2191,1,106001;2,10101;10207;10302;20106;20206;20306;20403;40105;40202;40407,7,2,41,1991
4804,普里凯尔文,2178,3,106001;2,10102;10302;10407;20102;20301;20406;40102;40203;40305;40406,3,1,42,1978
4805,艾丝索尔,2139,3,106001;2,10103;10203;10307;10406;20102;20204;20306;20403;40102;40206;40301;40405,8,1,38,1939
4806,凯丝理查兹,2135,1,106001;2,10104;10203;10306;10403;20203;20404;40102;40206;40306;40407,9,1,20,1935
4807,O杜德,2157,4,106001;2,10106;10204;20101;20203;20303;20402;40106;40206;40303;40407,18,3,24,1957
4808,艾丝格瑞丝,2154,2,106001;2,10101;10205;10305;20101;20201;20306;20406;40201;40302;40407,7,1,23,1954
4809,德拉紸锭,2148,2,106001;2,10106;10203;10403;20104;20202;20304;20405;40104;40206;40304;40407,13,1,41,1948
4810,贝基斯潘塞,2183,4,106001;2,10105;10204;10307;10406;20103;20203;20305;20402;40104;40202;40305;40406,7,1,44,1983
4811,艾莉凯丝,2136,5,106001;2,10106;10207;10302;10401;20105;20202;20307;20405;40107;40203;40304;40407,1,0,39,1936
4812,翠得艾达,2130,4,106001;2,10106;10203;10301;20103;20206;20301;20404;40105;40203;40406,8,2,20,1930
4813,爱尔贝蒂,2151,2,106001;2,10107;10302;10404;20101;20203;20305;20403;40102;40207;40304;40405,18,3,25,1951
4814,莎拉埃菲,2184,1,106001;2,10106;10401;20202;20306;20404;40105;40202;40305;40407,8,2,40,1984
4815,艾瑞乔斯林,2197,3,106001;2,10302;10403;20102;20202;20303;20404;40105;40304;40406,15,2,47,1997
4816,克拉布鲁诺,2101,3,106001;2,10102;10202;10404;20106;20207;20305;20406;40104;40204;40307;40405,7,2,42,1901
4817,简妮艾米丽,2177,4,106001;2,10102;10206;10307;10406;20103;20206;20302;20407;40102;40202;40305;40405,14,0,46,1977
4818,坦斯科瑞恩,2148,2,106001;2,10106;10202;10307;10403;20102;20204;20302;40104;40205;40305;40406,15,1,49,1948
4819,莉娜贝尔,2106,1,106001;2,10101;10207;10307;10405;20104;20206;20305;20405;40204;40306;40406,15,3,40,1906
4820,苏珊劳埃德,2152,1,106001;2,10104;10205;10305;10402;20104;20204;20302;20406;40405,13,0,37,1952
4821,爱葛海蒂,2107,5,106001;2,10107;10206;10301;10402;20101;20201;20302;20406;40107;40302;40406,1,2,30,1907
4822,Z-夏普,2171,4,106001;2,10104;10201;10302;10404;20107;20207;20305;20404;40103;40206;40304;40406,16,3,32,1971
4823,艾瑞托比,2122,2,106001;2,10206;10307;10405;20102;20206;20306;20403;40103;40204;40405,17,3,26,1922
4824,露娅戴西,2157,5,106001;2,10202;10305;20101;20204;20303;20404;40104;40206;40307;40405,12,3,36,1957
4825,丝简妮,2177,3,106001;2,10103;10203;10303;10402;20101;20204;20302;20401;40103;40203;40304;40406,5,3,34,1977
4826,S-哈代,2144,1,106001;2,10105;10207;10307;10405;20104;20206;20302;20403;40107;40207;40303,18,0,25,1944
4827,C-凯利,2140,4,106001;2,10106;10204;10301;10403;20104;20203;20303;20407;40101;40206;40306;40405,7,3,40,1940
